4.00,4.00,4.00,4.00,4.00
3.54,3.25,2.64,3.44,3.55
3.03,1.40,3.40,2.31,2.00
3.69,3.55,3.92,3.45,4.00
3.62,4.00,3.57,2.54,3.70
3.34,1.03,4.00,2.91,2.85
3.56,4.00,4.00,2.50,2.64
3.77,3.88,2.47,4.00,4.00
3.45,3.75,3.02,2.70,2.00
3.74,3.02,4.00,3.66,4.00
2.77,3.15,3.84,2.06,2.00
3.56,4.00,4.00,2.17,2.42
3.43,2.82,2.42,2.17,3.84
2.98,2.13,2.32,1.37,2.53
3.36,3.19,3.70,2.77,2.10
2.46,2.00,1.40,2.50,2.66
3.39,3.65,3.07,3.64,3.84
3.72,3.97,3.20,4.00,4.00
3.89,4.00,4.00,4.00,4.00
3.85,4.00,4.00,2.00,2.10
2.90,2.59,0.00,2.48,2.21
3.68,3.24,4.00,3.53,4.00
3.45,3.17,3.76,2.66,3.16
3.24,2.57,2.87,2.66,2.24
3.45,2.52,2.45,2.93,3.16
3.77,3.30,4.00,4.00,4.00
1.09,1.29,2.98,2.10,0.00
3.83,4.00,4.00,3.54,4.00
3.36,2.71,4.00,2.74,2.15
3.21,3.37,2.87,2.17,1.90
3.46,2.26,3.38,2.28,2.75
3.61,3.84,4.00,2.29,3.89
3.97,4.00,4.00,4.00,4.00
2.35,1.27,0.00,2.37,2.85
3.38,2.53,2.59,2.80,4.00
3.02,2.78,3.07,2.00,2.11
3.71,2.40,3.75,3.80,4.00
3.86,4.00,3.33,3.55,4.00
3.34,2.23,2.29,2.77,2.89
3.92,3.97,4.00,4.00,4.00
3.54,2.53,3.27,3.52,4.00
3.22,2.76,2.00,2.22,3.03
3.83,4.00,4.00,3.41,4.00
3.62,3.27,2.73,3.13,3.93
3.18,2.00,3.60,2.00,3.05
3.22,2.13,2.47,2.22,2.81
3.87,3.84,4.00,4.00,3.75
3.57,3.75,3.05,2.66,3.33
3.60,3.55,4.00,2.86,4.00
3.67,3.09,3.51,3.70,4.00
1.07,0.00,2.00,0.00,0.00
1.56,2.00,0.00,2.00,2.00
3.30,2.95,4.00,2.00,2.10
3.62,3.62,2.00,3.42,4.00
1.02,1.15,2.00,1.38,0.00
3.96,4.00,4.00,4.00,4.00
3.44,2.80,2.00,3.42,3.98
3.42,2.81,4.00,4.00,2.64
3.77,3.50,4.00,2.82,4.00
3.67,2.73,4.00,3.76,4.00
4.00,4.00,4.00,4.00,4.00
3.86,4.00,3.05,4.00,4.00
3.51,4.00,3.15,2.00,4.00
3.49,3.75,2.32,2.54,3.70
3.80,2.69,4.00,4.00,4.00
3.50,2.89,2.28,2.74,4.00
2.83,2.07,2.51,2.02,1.83
3.67,3.88,4.00,3.15,4.00
2.98,2.64,2.32,2.16,1.74
4.00,4.00,4.00,4.00,4.00
3.49,2.60,3.44,3.05,3.39
3.46,2.34,3.52,2.77,4.00
3.54,1.90,2.47,3.26,3.90
3.87,3.89,4.00,3.05,4.00
3.08,2.77,4.00,2.75,2.02
3.97,4.00,4.00,4.00,4.00
3.14,2.00,3.25,2.29,2.25
3.96,4.00,4.00,4.00,4.00
2.15,0.00,0.00,2.00,1.13
3.82,4.00,4.00,4.00,4.00
3.71,1.70,3.38,4.00,4.00
3.77,2.87,4.00,3.45,4.00
3.61,2.28,3.84,3.52,4.00
1.38,2.27,4.00,0.00,0.00
3.43,1.66,2.71,4.00,2.92
3.79,3.10,4.00,4.00,4.00
3.43,2.56,3.59,3.16,4.00
3.52,2.62,3.74,2.49,3.74
3.56,2.48,4.00,4.00,3.68
3.89,3.93,3.70,4.00,4.00
3.96,4.00,4.00,4.00,4.00
3.49,2.87,2.81,2.74,4.00
3.78,2.24,4.00,4.00,4.00
3.44,2.11,3.25,3.51,3.43
3.94,4.00,4.00,4.00,4.00
1.07,0.00,2.32,2.00,0.00
3.55,2.12,4.00,4.00,3.95
3.09,2.99,2.54,2.00,2.10
3.79,2.67,4.00,4.00,4.00
3.71,2.47,4.00,4.00,4.00
1.11,2.00,2.00,3.06,0.00
3.94,4.00,4.00,4.00,4.00
3.78,2.54,4.00,4.00,4.00
3.36,2.04,4.00,2.52,2.94
3.58,3.30,3.09,2.26,3.68
3.66,2.47,4.00,3.45,4.00
3.81,2.78,4.00,4.00,4.00
3.19,1.20,2.32,3.16,1.73
1.05,3.00,3.12,0.00,0.00
0.96,0.00,1.10,0.00,0.00
3.56,2.47,3.70,3.71,4.00
3.79,2.82,4.00,4.00,4.00
3.55,1.33,2.82,4.00,3.83
3.20,1.85,2.49,2.49,3.08
3.66,3.19,3.74,4.00,4.00
2.67,1.21,2.00,0.00,1.70
2.95,2.52,0.00,2.15,1.84
3.59,2.27,3.40,4.00,3.65
3.54,2.45,2.72,2.80,3.77
3.94,4.00,3.77,4.00,4.00
2.77,2.20,4.00,2.25,2.53
3.14,2.85,4.00,2.09,2.10
2.91,3.21,0.00,2.36,1.74
3.72,2.78,4.00,4.00,4.00
3.09,1.44,2.26,2.45,3.39
3.99,4.00,4.00,4.00,4.00
1.30,2.24,2.00,0.00,0.00
3.34,2.44,2.88,2.36,2.77
1.11,0.00,2.29,2.80,0.00
1.09,0.00,2.00,2.00,0.00
3.57,2.55,3.25,2.81,3.35
3.62,2.87,4.00,4.00,4.00
3.65,1.51,2.87,3.55,4.00
2.90,2.57,2.00,2.03,2.00
3.36,2.98,3.45,2.31,4.00
3.36,2.83,3.34,2.79,2.27
3.52,3.55,2.78,3.03,2.87
1.02,0.00,2.90,1.12,0.00
1.57,2.72,3.40,0.00,0.00
3.17,2.62,3.58,4.00,3.60
3.12,3.00,0.00,2.02,2.86
3.06,2.37,2.44,2.08,2.15
2.19,2.00,0.00,2.56,3.12
3.05,1.73,3.18,2.01,2.37
3.39,2.71,3.39,2.66,2.51
3.84,4.00,3.74,4.00,3.18
3.15,2.93,0.00,2.85,3.03
2.94,1.72,2.00,2.17,2.00
3.43,2.43,2.42,3.07,2.38
3.34,4.00,2.60,2.39,2.36
3.09,2.72,2.00,2.55,2.92
2.75,2.15,2.00,2.25,1.85
